data;

param numFacilities := 45;
871 8486 0.597131 0.971669
872 20023 0.669931 0.151183
873 43029 0.063027 0.978756
874 13764 0.031145 0.674160
875 44358 0.618805 0.096733
876 34188 0.105393 0.901142
877 4604 0.149666 0.520593
878 41803 0.359995 0.523268
879 41754 0.674929 0.438804
880 43457 0.013813 0.217133
881 37900 0.809956 0.794780
882 22458 0.684051 0.768511
883 40059 0.949633 0.947544
884 44174 0.851947 0.228019
885 1786 0.409413 0.283385
886 36243 0.926556 0.834746
887 55224 0.141229 0.785538
888 3861 0.733206 0.339052
889 2038 0.731967 0.086992
890 9503 0.212707 0.031796
891 3068 0.008919 0.990319
892 55226 0.136553 0.058813
893 32048 0.965507 0.781750
894 11569 0.023825 0.458879
895 918 0.790280 0.081469
896 14466 0.825281 0.586688
897 55562 0.735047 0.214306
898 20026 0.871075 0.974958
899 32658 0.652993 0.528922
900 40695 0.709523 0.264074
901 44747 0.576909 0.883673
902 47154 0.382120 0.188579
903 153 0.541572 0.764763
904 55617 0.503452 0.422947
905 44425 0.292167 0.179285
906 18024 0.780514 0.113128
907 30081 0.843685 0.055664
908 43981 0.130007 0.174907
909 20266 0.390112 0.240516
910 26950 0.716983 0.043600
911 34314 0.117590 0.114598
912 44401 0.874825 0.712274
913 53353 0.381410 0.418873
914 9427 0.875263 0.472636
915 35827 0.255762 0.088502
916 33404 0.007791 0.403208
917 33340 0.470090 0.407906
918 9900 0.502688 0.095756
919 52429 0.142067 0.671636
920 17899 0.039057 0.712168
921 20041 0.491674 0.561123
922 55754 0.389906 0.461781
923 22650 0.978370 0.737659
924 55664 0.198816 0.130983
925 40594 0.693319 0.631034
926 38210 0.222097 0.576196
927 51183 0.842320 0.050485
928 12145 0.251858 0.068740
929 43016 0.920097 0.006553
930 50790 0.332989 0.164171
931 38068 0.863730 0.220138
932 1128 0.370891 0.942611
933 11756 0.704791 0.343664
934 48208 0.714975 0.805438
935 14900 0.335634 0.137665
936 3746 0.861793 0.189506
937 3246 0.792123 0.653901
938 45909 0.648913 0.140966
939 13853 0.298715 0.720430
940 51755 0.249460 0.192907
941 50994 0.751515 0.814238
942 13768 0.329419 0.249583
943 24653 0.460017 0.086155
944 14549 0.981678 0.684288
945 17199 0.809395 0.730872
946 54177 0.519860 0.637679
947 56743 0.561639 0.194856
948 47629 0.379253 0.532389
949 13897 0.027543 0.075893
950 52677 0.237042 0.291716
951 29314 0.174660 0.391594
952 34316 0.975240 0.179598
953 12780 0.584875 0.915987
954 46694 0.367360 0.511879
955 43327 0.638793 0.801125
956 22385 0.312748 0.827738
957 37433 0.069741 0.350927
958 47997 0.877726 0.689208
959 46235 0.193988 0.348116
960 44771 0.038657 0.965935
961 2197 0.992954 0.657290
962 16566 0.954091 0.850633
963 10073 0.429205 0.977593
964 1712 0.208343 0.614834
965 56403 0.397844 0.299869
966 32899 0.583770 0.407294
967 17033 0.290218 0.432378
968 47382 0.817940 0.358044
969 53895 0.760678 0.437782
970 39592 0.775229 0.544738
971 14459 0.159270 0.963827
972 17388 0.952813 0.466658
973 20857 0.049291 0.331614
974 43835 0.078814 0.857042
975 33529 0.050410 0.153484
976 42804 0.660223 0.185414
977 866 0.923040 0.043084
978 42244 0.314572 0.997797
979 25368 0.889335 0.205825
980 28772 0.243049 0.846147
981 56495 0.415871 0.256141
982 40039 0.458864 0.294142
983 7665 0.900444 0.866267
984 1368 0.030426 0.834360
985 11564 0.940003 0.393814
986 57909 0.701831 0.372370
987 11937 0.006032 0.005244
988 57542 0.821470 0.094024
989 36091 0.153354 0.132619
990 11062 0.384135 0.505466
991 37373 0.869145 0.770049
992 53552 0.660523 0.284088
993 7045 0.082148 0.171419
994 52552 0.778772 0.229219
995 53036 0.132693 0.986724
996 39578 0.813081 0.089522
997 47404 0.376529 0.092674
998 27045 0.887524 0.916010
999 35925 0.876310 0.518445
1000 43901 0.034796 0.477266
1001 26473 0.329985 0.609847
1002 23747 0.328636 0.707892
1003 11983 0.879342 0.211714
1004 763 0.394174 0.168966
1005 35603 0.274721 0.455370
1006 14986 0.922858 0.313014
1007 23427 0.490170 0.377752
1008 22181 0.619140 0.433687
1009 2811 0.519703 0.241579
1010 3412 0.640640 0.467585
1011 7294 0.298215 0.298346
1012 12752 0.229701 0.555865
1013 5422 0.503338 0.610808
1014 24066 0.287938 0.023522
1015 37746 0.129377 0.734600
1016 17779 0.401312 0.991853
1017 17732 0.451609 0.496236
1018 13835 0.321097 0.904955
1019 22041 0.359683 0.214533
1020 50647 0.737626 0.973759
1021 6730 0.261034 0.967773
1022 146 0.937505 0.437940
1023 55014 0.616537 0.753097
1024 26123 0.021591 0.548059
1025 47885 0.484979 0.204347
1026 23366 0.283064 0.004792
1027 24724 0.176520 0.157947
1028 23208 0.596521 0.705339
1029 50648 0.123997 0.644773
1030 27665 0.725165 0.629324
1031 57440 0.927103 0.344704
1032 1312 0.322907 0.548634
1033 54712 0.239197 0.913785
1034 22969 0.431360 0.059737
1035 48512 0.851024 0.198238
1036 29939 0.013969 0.608563
1037 22419 0.342587 0.742782
1038 21918 0.691684 0.872950
1039 23884 0.619088 0.835712
1040 5873 0.985323 0.634828
1041 49169 0.349203 0.514829
1042 11680 0.289952 0.865858
1043 26648 0.785333 0.668124
1044 37130 0.191745 0.072518
1045 5714 0.400996 0.461831
1046 23239 0.495243 0.730021
1047 7586 0.646153 0.011860
1048 3844 0.433627 0.737789
1049 42589 0.370562 0.199979
1050 26661 0.735343 0.461674
1051 30826 0.176875 0.346474
1052 20177 0.903387 0.634271
1053 56636 0.082911 0.823354
1054 35633 0.778203 0.825252
1055 6630 0.207061 0.363316
1056 14072 0.206714 0.929029
1057 34878 0.427057 0.709354
1058 5866 0.471761 0.112368
1059 51950 0.700065 0.308582
1060 39391 0.756388 0.244992
1061 1208 0.105958 0.114609
1062 33418 0.572223 0.767924
1063 20304 0.905661 0.877263
1064 43101 0.245665 0.595372
1065 19599 0.246520 0.180804
1066 32496 0.290927 0.320606
1067 27209 0.655534 0.363926
1068 30585 0.482267 0.965733
1069 20805 0.142957 0.655397
1070 14824 0.253285 0.677891
1071 29782 0.406313 0.160693
1072 10456 0.804268 0.077020
1073 52024 0.872381 0.446521
1074 4155 0.258035 0.866454
1075 18883 0.520185 0.940740
1076 20696 0.332312 0.966498
1077 27384 0.110426 0.531809
1078 41594 0.588469 0.302090
1079 23997 0.113592 0.564409
1080 10934 0.426202 0.036080
1081 47805 0.304491 0.067420
1082 6677 0.508109 0.773925
1083 37608 0.258094 0.824859
1084 1550 0.185942 0.519210
1085 47589 0.961667 0.389033
1086 29205 0.676459 0.536811
1087 58265 0.198936 0.032855
1088 6431 0.755123 0.465387
1089 4793 0.549675 0.531689
1090 14509 0.116143 0.306107
1091 51131 0.517657 0.763987
1092 39169 0.805982 0.741244
1093 37867 0.333324 0.453605
1094 8203 0.453822 0.810495
1095 7819 0.253488 0.803344
1096 49203 0.109115 0.119371
1097 57094 0.079030 0.789146
1098 25042 0.148817 0.400930
1099 41382 0.300491 0.243719
1100 48533 0.914635 0.405210
1101 29834 0.361391 0.133794
1102 29121 0.480382 0.552103
1103 16679 0.682168 0.632218
1104 1917 0.508744 0.934173
1105 1774 0.118700 0.862006
1106 4455 0.756024 0.954354
1107 20064 0.859760 0.967800
1108 46048 0.930932 0.043470
1109 36632 0.817537 0.751795
1110 3410 0.598582 0.539120
1111 28472 0.354592 0.693339
1112 51045 0.241638 0.607719
1113 54603 0.660093 0.033070
1114 49918 0.557420 0.266411
1115 17615 0.323220 0.874716
1116 28016 0.724348 0.639725
1117 56189 0.386645 0.394368
1118 18102 0.088234 0.935872
1119 3717 0.253319 0.836992
1120 58077 0.723493 0.731514
1121 26263 0.130371 0.190042
1122 26174 0.750024 0.393356
1123 49089 0.658039 0.732615
1124 13648 0.002826 0.449109
1125 4592 0.069906 0.071423
1126 7940 0.757735 0.279627
1127 46218 0.109594 0.868443
1128 47735 0.475572 0.983781
1129 15369 0.040852 0.836417
1130 26716 0.387627 0.208996
1131 44547 0.596965 0.414398
1132 3976 0.713151 0.936661
1133 25861 0.491148 0.127065
1134 44420 0.580875 0.458759
1135 17620 0.682090 0.544666
1136 31366 0.913572 0.288557
1137 4651 0.756983 0.644376
1138 38938 0.966036 0.523432
1139 41469 0.886947 0.671924
1140 58118 0.578754 0.474327
1141 4929 0.573567 0.008738
1142 13465 0.612039 0.136848
1143 53980 0.933411 0.394997
1144 30656 0.897012 0.849358
1145 49288 0.409904 0.263657
1146 60059 0.272524 0.493735
1147 1819 0.742101 0.133888
1148 56980 0.233262 0.051915
1149 19252 0.269048 0.796801
1150 32903 0.330752 0.179138
1151 57524 0.556858 0.101143
1152 44385 0.699508 0.701258
1153 8480 0.188111 0.268891
1154 25888 0.284850 0.022516
1155 7877 0.524165 0.564778
1156 18133 0.716344 0.034520
1157 29093 0.940642 0.285155
1158 14329 0.370632 0.744903
1159 35786 0.138606 0.682042
1160 43399 0.963214 0.079232
1161 21381 0.014865 0.106704
1162 36012 0.069683 0.105929
1163 2760 0.327100 0.061448
1164 52740 0.675221 0.933090
1165 4699 0.695046 0.019008
1166 25217 0.263008 0.934815
1167 14612 0.016052 0.447152
1168 53696 0.745050 0.180976
1169 6168 0.138694 0.361710
1170 48988 0.393245 0.152454
1171 7981 0.102461 0.889139
1172 14103 0.979993 0.950036
1173 4797 0.310708 0.479587
1174 16222 0.242261 0.578256
1175 44324 0.347147 0.770496
1176 48301 0.720770 0.890446
1177 52073 0.090092 0.769485
1178 5308 0.847986 0.625766
1179 44696 0.412493 0.329594
1180 18341 0.997896 0.150180
1181 45288 0.504792 0.992763
1182 37188 0.894781 0.018019
1183 53903 0.406129 0.823260
1184 20289 0.276452 0.768240
1185 51124 0.036861 0.009697
1186 45271 0.824276 0.142086
1187 17114 0.370497 0.148076
1188 54559 0.539313 0.697897
1189 15854 0.551650 0.679458
1190 56161 0.228252 0.906253
1191 19854 0.387081 0.192381
1192 38972 0.534605 0.190426
1193 39560 0.641641 0.932373
1194 44062 0.545287 0.416810
1195 19077 0.584689 0.931034
1196 11421 0.213806 0.588336
1197 57867 0.281797 0.739936
1198 49045 0.119196 0.377437
1199 44784 0.582792 0.032550
1200 10942 0.368271 0.488863
1201 22285 0.888091 0.667519
1202 2773 0.822375 0.954518
1203 29974 0.386567 0.776301
1204 11130 0.581115 0.038869
1205 37760 0.841686 0.838667
1206 36471 0.970733 0.139112
1207 5714 0.809400 0.402609
1208 24749 0.724863 0.119454
1209 3483 0.454219 0.611502
1210 15651 0.331284 0.735782
1211 53322 0.421751 0.034122
1212 24901 0.467725 0.894729
1213 14536 0.933919 0.830075
1214 52338 0.467705 0.999350
1215 14081 0.065046 0.775937
1216 46836 0.219992 0.798569
1217 43208 0.950692 0.802896
1218 58371 0.850143 0.629232
1219 1120 0.399791 0.809240
1220 11426 0.917660 0.899769
1221 8457 0.671459 0.904071
1222 41764 0.962268 0.156498
1223 25272 0.917084 0.880090
1224 55136 0.144723 0.473060
1225 14797 0.063268 0.293958
1226 31848 0.362354 0.808469
1227 27016 0.347428 0.420850
1228 54473 0.846289 0.001349
1229 50488 0.886860 0.351419
1230 58194 0.547452 0.474288
1231 45483 0.779552 0.339031
1232 22017 0.083658 0.069071
1233 33435 0.841699 0.613301
1234 18061 0.708628 0.187777
1235 61414 0.173533 0.974483
1236 4997 0.188394 0.653885
1237 5742 0.760635 0.822763
1238 3508 0.181766 0.287587
1239 47515 0.757447 0.269278
1240 36837 0.321897 0.960783
1241 16568 0.089525 0.055117
1242 43183 0.159985 0.105068
1243 22031 0.555970 0.253571
1244 10628 0.693034 0.863324
1245 3571 0.516458 0.881805
1246 22306 0.840869 0.978821
1247 14552 0.951488 0.397585
1248 5990 0.602028 0.815567
1249 57229 0.664680 0.493994
1250 31047 0.837924 0.488159
1251 23359 0.684032 0.920174
1252 9320 0.588783 0.501315
1253 16227 0.583084 0.685678
1254 4909 0.559483 0.193665
1255 15334 0.043816 0.881021
1256 38297 0.077225 0.337126
1257 27994 0.483738 0.847281
1258 16307 0.747457 0.001005
1259 10501 0.610123 0.577490
1260 14200 0.061131 0.155395
1261 36910 0.234122 0.767308
1262 33331 0.768320 0.363058
1263 39892 0.479898 0.439456
1264 23577 0.840269 0.727112
1265 39125 0.606018 0.572546
1266 42989 0.821098 0.861522
1267 10614 0.954441 0.493938
1268 30678 0.499934 0.233648
1269 3837 0.679075 0.923612
1270 31993 0.990187 0.651720
1271 32463 0.714842 0.770282
1272 16524 0.653304 0.170960
1273 6200 0.669422 0.704022
1274 43105 0.906023 0.731948
1275 27048 0.915444 0.753521
1276 20733 0.001174 0.244491
1277 9690 0.501544 0.783904
1278 44351 0.982900 0.375065
1279 33149 0.804991 0.446671
1280 42535 0.748920 0.554196
1281 47758 0.125493 0.534150
1282 22669 0.743699 0.861044
1283 30013 0.589587 0.606061
1284 52253 0.717613 0.573067
1285 46332 0.904061 0.355264
1286 12747 0.358394 0.492570
1287 60209 0.617528 0.598588
1288 30242 0.521547 0.479476
1289 21118 0.832974 0.000341
1290 23030 0.634383 0.323344
1291 47908 0.662444 0.490511
1292 41058 0.785283 0.599209
1293 52401 0.859771 0.314373
1294 20075 0.701157 0.749566
1295 44739 0.791166 0.833402
1296 50256 0.322388 0.750816
1297 41455 0.369278 0.808691
1298 60468 0.691972 0.096781
1299 3140 0.926123 0.616478
1300 21665 0.152832 0.324297
1301 51938 0.867508 0.619256
1302 36587 0.209187 0.186793
1303 52215 0.525013 0.754493
1304 22484 0.378799 0.777659
1305 7161 0.610648 0.424968
1306 22977 0.288940 0.310790
1307 8932 0.019454 0.028357
1308 24752 0.414612 0.244677
1309 24101 0.194576 0.192106
1310 55670 0.084359 0.867529
1311 984 0.093128 0.265121
1312 39214 0.285187 0.740059
1313 22538 0.909535 0.658942
1314 30928 0.910734 0.920351
1315 8642 0.332402 0.970067
1316 39500 0.784892 0.704562
1317 27176 0.806067 0.835681
1318 31339 0.047863 0.839382
1319 25865 0.799019 0.150609
1320 42336 0.827595 0.056705
1321 60209 0.781780 0.414628
1322 1054 0.617585 0.055148
1323 3382 0.621967 0.972865
1324 59244 0.319606 0.894084
1325 24413 0.599200 0.559799
1326 38182 0.383701 0.740154
1327 28909 0.313132 0.193722
1328 20784 0.741115 0.508297
1329 13523 0.027089 0.029360
1330 11412 0.462539 0.551368
1331 54109 0.323109 0.552202
1332 20351 0.622072 0.555823
1333 45903 0.901772 0.178927
1334 21697 0.661107 0.704796
1335 39349 0.947613 0.275818
1336 62362 0.727707 0.065289
1337 46749 0.684835 0.530113
1338 42493 0.153724 0.645022
1339 20982 0.337714 0.443837
1340 61276 0.294220 0.624370
1341 31670 0.957636 0.856639
1342 20435 0.860122 0.504092
1343 41263 0.467288 0.153994
1344 13350 0.028530 0.421655
1345 56373 0.635199 0.034852
1346 46055 0.842251 0.495404
1347 50607 0.168385 0.408746
1348 53589 0.112576 0.614689
1349 15556 0.066853 0.990681
1350 24060 0.558878 0.678448
1351 50389 0.476131 0.822427
1352 366 0.259405 0.717437
1353 33530 0.988007 0.449634
1354 8583 0.910259 0.847566
1355 50473 0.242122 0.532941
1356 6373 0.080588 0.466705
1357 24163 0.287443 0.375786
1358 7354 0.275088 0.993792
1359 39912 0.339312 0.016568
1360 47285 0.474366 0.223852
1361 62605 0.648147 0.195672
1362 45691 0.112067 0.280035
1363 51950 0.371360 0.146194
1364 1814 0.423781 0.964608
1365 11190 0.655037 0.506541
1366 21972 0.672404 0.648475
1367 5942 0.744183 0.141747
1368 6254 0.780163 0.257647
1369 18425 0.671395 0.281607
1370 5946 0.540745 0.269710
1371 7575 0.353115 0.968776
1372 49987 0.999309 0.288708
1373 25631 0.403628 0.890720
1374 17662 0.164039 0.714498
1375 8426 0.202518 0.265078
1376 35425 0.922587 0.146749
1377 62757 0.816354 0.298769
1378 45105 0.778223 0.688908
1379 12839 0.282378 0.502668
1380 3342 0.065491 0.733828
1381 29796 0.858201 0.797726
1382 2459 0.204847 0.308482
1383 28526 0.169834 0.739915
1384 53756 0.628067 0.809744
1385 1908 0.744126 0.957417
1386 37605 0.605709 0.904727
1387 47837 0.841654 0.655561
1388 27595 0.050950 0.889373
1389 59760 0.795506 0.700979
1390 36909 0.373834 0.368227
1391 22469 0.882859 0.882645
1392 39131 0.037316 0.066448
1393 47453 0.407605 0.001945
1394 7548 0.194185 0.553691
1395 50394 0.212235 0.440937
1396 20210 0.357417 0.599981
1397 39396 0.220951 0.901774
1398 14831 0.663155 0.270268
1399 30485 0.184965 0.400493
1400 4932 0.673540 0.081402
1401 11363 0.980737 0.900280
1402 63046 0.481552 0.087545
1403 5639 0.411489 0.841769
1404 10111 0.063726 0.306523
1405 49859 0.586825 0.056017
1406 51162 0.110644 0.302697
1407 3232 0.059559 0.822165
1408 2393 0.575202 0.870991
1409 1362 0.786420 0.203846
1410 43530 0.327989 0.524756
1411 33864 0.156227 0.403722
1412 24664 0.138020 0.863961
1413 13489 0.940824 0.084130
1414 36747 0.164271 0.603809
1415 13701 0.106443 0.668037
1416 215 0.165801 0.588446
1417 47460 0.104679 0.956859
1418 47115 0.432665 0.656580
1419 38063 0.224024 0.663533
1420 27132 0.180343 0.449167
1421 55312 0.099273 0.482947
1422 35107 0.822192 0.423448
1423 24153 0.848725 0.026758
1424 181 0.881890 0.343955
1425 25059 0.530765 0.106776
1426 54337 0.607404 0.067797
1427 48865 0.348624 0.816027
1428 63817 0.775821 0.694929
1429 32491 0.500573 0.483452
1430 53699 0.357546 0.346942
1431 36035 0.346509 0.001648
1432 4969 0.827653 0.066246
1433 10524 0.180790 0.377825
1434 28798 0.056387 0.606451
1435 33638 0.139202 0.893450
1436 58235 0.961911 0.141310
1437 47192 0.031200 0.828409
1438 61433 0.949436 0.855984
1439 29373 0.853412 0.066819
1440 44973 0.488878 0.104980
1441 19041 0.478963 0.341809
1442 49607 0.280671 0.190550
1443 57534 0.340629 0.869442
1444 59004 0.339870 0.348509
1445 64651 0.940146 0.608566
1446 45675 0.522099 0.016106
1447 63239 0.195772 0.599273
1448 54817 0.257919 0.057988
1449 33942 0.229940 0.187754
1450 20241 0.021634 0.458165
1451 3772 0.765871 0.571197
1452 27159 0.939237 0.251395
1453 50988 0.099694 0.587248
1454 52018 0.814016 0.640917
1455 1626 0.014957 0.081655
1456 57617 0.240601 0.435692
1457 29295 0.939831 0.680306
1458 2474 0.553355 0.836069
1459 38903 0.558506 0.674939
1460 64426 0.108566 0.854465
1461 60969 0.068868 0.959833
1462 28882 0.448316 0.151138
1463 38149 0.093462 0.743531
1464 61677 0.738107 0.515469
1465 55028 0.520936 0.489588
1466 36400 0.499044 0.451603
1467 15627 0.097700 0.126701
1468 308 0.093952 0.024576
1469 34606 0.474357 0.623059
1470 52233 0.755390 0.143736
1471 58225 0.152201 0.203833
1472 27673 0.037811 0.928651
1473 44072 0.236543 0.679614
1474 64682 0.557268 0.676733
1475 45419 0.766451 0.450780
1476 10510 0.184914 0.470484
1477 57618 0.313599 0.142054
1478 13895 0.041218 0.037502
1479 27700 0.276365 0.169526
1480 1973 0.697687 0.597120
1481 61458 0.367253 0.212266
1482 60118 0.883173 0.417729
1483 10740 0.767525 0.823506
1484 17620 0.509067 0.116880
1485 36560 0.139783 0.871642
1486 24980 0.919833 0.612270
1487 14018 0.982254 0.597066
1488 27538 0.494317 0.381842
1489 49074 0.193478 0.130979
1490 26619 0.707721 0.460596
1491 49385 0.586855 0.578023
1492 56987 0.465904 0.702804
1493 53354 0.636987 0.817316
1494 28088 0.794944 0.360766
1495 25187 0.532018 0.296777
1496 1932 0.853356 0.221166
1497 18297 0.458491 0.669779
1498 47477 0.509150 0.374856
1499 54115 0.295693 0.340459
1500 15271 0.759039 0.682103
1501 58230 0.474392 0.193589
1502 48422 0.997058 0.192338
1503 42958 0.991993 0.505211
1504 46024 0.450697 0.287294
1505 34752 0.141025 0.984506
1506 61542 0.351556 0.627356
1507 9563 0.147099 0.453408
1508 37039 0.293564 0.323832
1509 29093 0.582900 0.961644
1510 15465 0.630389 0.188423
1511 62292 0.234434 0.740539
1512 13277 0.422647 0.598875
1513 9295 0.306525 0.020033
1514 5937 0.613849 0.328422
1515 39612 0.190273 0.829974
1516 29914 0.018511 0.934900
1517 40392 0.679368 0.907377
1518 46282 0.051201 0.365520
1519 51042 0.446416 0.573489
1520 10904 0.046038 0.069152
1521 33604 0.873003 0.278751
1522 30461 0.848137 0.594080
1523 20692 0.817066 0.601731
1524 57065 0.339745 0.231224
1525 58186 0.447161 0.938668
1526 41199 0.157099 0.317101
1527 26760 0.834143 0.462737
1528 4500 0.433295 0.906510
1529 59675 0.488668 0.093820
1530 41893 0.767949 0.151567
1531 63494 0.065428 0.640981
1532 36406 0.222925 0.681610
1533 14064 0.780691 0.333762
1534 60885 0.938875 0.486306
1535 3219 0.755382 0.461165
1536 35815 0.038573 0.373586
1537 52613 0.835307 0.841986
1538 17990 0.743677 0.857638
1539 18764 0.469238 0.965673
1540 28487 0.418117 0.467112
1541 25059 0.678225 0.396925
1542 59233 0.627043 0.163044
1543 65616 0.874269 0.781667
1544 60578 0.961996 0.137878
1545 57290 0.160647 0.326865
1546 29711 0.181827 0.495094
1547 10032 0.683622 0.889136
1548 63091 0.257067 0.971161
1549 48958 0.183406 0.612001
1550 36663 0.683404 0.788469
1551 32456 0.737902 0.946741
1552 32627 0.987846 0.791949
1553 64254 0.316257 0.586756
1554 23882 0.912668 0.381604
1555 17969 0.632498 0.050085
1556 35157 0.940046 0.238011
1557 25086 0.538821 0.582609
1558 19154 0.255716 0.929394
1559 59892 0.607985 0.200855
1560 43883 0.210163 0.352462
1561 54513 0.100964 0.298989
1562 7688 0.416265 0.393353
1563 42710 0.484284 0.357684
1564 56902 0.798067 0.567691
1565 23441 0.418526 0.971159
1566 32894 0.639420 0.373658
1567 54848 0.592551 0.495050
1568 25338 0.953883 0.359417
1569 29888 0.534077 0.863150
1570 55690 0.371386 0.830765
1571 1856 0.127312 0.108560
1572 57690 0.267864 0.992161
1573 50578 0.386385 0.898523
1574 60788 0.931270 0.890810
1575 56338 0.029205 0.120072
1576 42482 0.490146 0.111686
1577 28887 0.236730 0.689874
1578 105 0.891549 0.449306
1579 31693 0.534056 0.357111
1580 20447 0.259601 0.258579
1581 55343 0.389816 0.323785
1582 64418 0.691973 0.199926
1583 39775 0.892897 0.508070
1584 29846 0.339689 0.366209
1585 37150 0.505514 0.429368
1586 51702 0.201876 0.868296
1587 28960 0.736165 0.864096
1588 29715 0.754007 0.227502
1589 46718 0.679476 0.294878
1590 66601 0.209718 0.722781
1591 17065 0.722991 0.859195
1592 20522 0.725892 0.700106
1593 55505 0.349854 0.117804
1594 27550 0.387103 0.395146
1595 25876 0.793774 0.764551
1596 4132 0.282151 0.162931
1597 60981 0.832586 0.709763
1598 55767 0.394583 0.518415
1599 150 0.589059 0.577245
1600 56717 0.186869 0.670991
1601 36004 0.148929 0.994003
1602 13673 0.828771 0.796503
1603 17209 0.861100 0.968718
1604 20599 0.199451 0.302366
1605 12603 0.686970 0.093702
1606 29124 0.573325 0.523464
1607 26202 0.982332 0.990680
1608 43310 0.603272 0.511448
1609 36491 0.788401 0.429308
1610 64968 0.699885 0.494439
1611 62832 0.170375 0.764962
1612 55096 0.436219 0.794708
1613 60525 0.518263 0.000852
1614 20910 0.498775 0.908141
1615 13405 0.226223 0.530886
1616 52552 0.052302 0.054493
1617 53091 0.777472 0.764506
1618 54733 0.149426 0.568909
1619 36826 0.593796 0.172907
1620 60117 0.108297 0.336807
1621 33184 0.786048 0.307642
1622 43224 0.578351 0.985748
1623 16446 0.347566 0.176856
1624 6784 0.596589 0.108630
1625 49520 0.354825 0.566529
1626 8142 0.549887 0.875681
1627 65870 0.108230 0.279175
1628 55251 0.488808 0.739922
1629 42665 0.052242 0.442787
1630 8463 0.971458 0.152216
1631 1652 0.952820 0.814934
1632 25264 0.773833 0.391134
1633 53295 0.085033 0.626368
1634 66367 0.680864 0.433876
1635 53742 0.089378 0.724876
1636 10241 0.807647 0.504189
1637 32332 0.595127 0.667112
1638 40116 0.198002 0.621137
1639 58862 0.261909 0.008096
1640 37186 0.988301 0.950508
1641 30569 0.139046 0.815822
1642 62026 0.055196 0.341176
1643 64610 0.285258 0.761923
1644 17548 0.536576 0.546035
1645 32981 0.232722 0.818864
1646 54690 0.683898 0.290175
1647 9848 0.132679 0.801620
1648 53822 0.350351 0.378595
1649 31226 0.380510 0.710457
1650 65164 0.402673 0.452333
1651 35268 0.843010 0.129934
1652 8478 0.830729 0.598009
1653 36172 0.171093 0.209885
1654 46187 0.316995 0.852191
1655 36290 0.349341 0.122227
1656 34428 0.412822 0.430026
1657 47566 0.336303 0.419962
1658 62100 0.643860 0.377743
1659 67461 0.203565 0.721772
1660 59856 0.337513 0.716682
1661 60363 0.777631 0.246969
1662 21399 0.043313 0.560157
1663 39053 0.113525 0.501414
1664 57660 0.210447 0.042614
1665 9325 0.958761 0.788080
1666 36695 0.376388 0.583630
1667 56465 0.225803 0.518993
1668 58020 0.108639 0.605490
1669 61195 0.629978 0.754767
1670 65425 0.909778 0.980328
1671 14222 0.915018 0.347503
1672 30772 0.662972 0.211134
1673 10664 0.022134 0.366148
1674 18112 0.318510 0.773184
1675 14996 0.201960 0.172571
1676 32454 0.077081 0.911545
1677 3798 0.532174 0.194130
1678 17726 0.737222 0.053015
1679 50640 0.482853 0.706638
1680 10384 0.782195 0.853790
1681 12690 0.493902 0.218152
1682 35715 0.169661 0.860024
1683 68273 0.149744 0.623014
1684 67589 0.254811 0.957999
1685 59095 0.415836 0.660200
1686 58763 0.836953 0.028480
1687 9227 0.147089 0.330754
1688 63440 0.895105 0.633049
1689 50757 0.018235 0.408576
1690 52013 0.473641 0.607035
1691 18369 0.728916 0.057341
1692 38787 0.055968 0.980661
1693 5768 0.769021 0.762965
1694 20983 0.005377 0.012412
1695 7287 0.327410 0.012919
1696 45771 0.311890 0.944024
1697 61200 0.962901 0.636217
1698 7041 0.053720 0.308603
1699 18265 0.530167 0.033764
1700 28197 0.487672 0.164969
1701 65295 0.653873 0.375620
1702 4025 0.091936 0.554244
1703 37560 0.922020 0.706296
1704 61160 0.356268 0.852643
1705 22336 0.654314 0.231918
1706 40624 0.668163 0.369992
1707 46154 0.322524 0.832167
1708 34986 0.697149 0.037241
1709 49407 0.142800 0.545871
1710 42696 0.722892 0.770021
1711 501 0.863755 0.508556
1712 14737 0.715226 0.302543
1713 63345 0.040898 0.219436
1714 29754 0.540338 0.453874
1715 21147 0.101062 0.231487
1716 54045 0.381265 0.531233
1717 2969 0.496408 0.180003
1718 11779 0.586051 0.054341
1719 3256 0.136509 0.834360
1720 37714 0.529233 0.883168
1721 44558 0.914523 0.536212
1722 63175 0.755338 0.549033
1723 4148 0.501079 0.044537
1724 54239 0.568723 0.028585
1725 27870 0.440720 0.998976
1726 59410 0.375591 0.823716
1727 51997 0.409538 0.350114
1728 62326 0.410497 0.502210
1729 7772 0.837176 0.808510
1730 28821 0.583344 0.790615
1731 30956 0.421034 0.803794
1732 35475 0.755660 0.798786
1733 2325 0.400045 0.712670
1734 62888 0.104712 0.173614
1735 51769 0.560806 0.926699
1736 20288 0.021718 0.899759
1737 33143 0.159172 0.180316
1738 55515 0.368025 0.838283
1739 6379 0.490594 0.056748
1740 34509 0.495497 0.356761
1741 31691 0.197377 0.363761
1742 18933 0.464158 0.127482
1743 52901 0.747361 0.941139
1744 3195 0.891570 0.657138
1745 1407 0.239007 0.540025
1746 54567 0.908096 0.213476
1747 11082 0.999100 0.219134
1748 57617 0.294634 0.364753
1749 47708 0.866703 0.540375
1750 57565 0.798940 0.487961
1751 66168 0.593165 0.722397
1752 11924 0.827536 0.968160
1753 18538 0.588756 0.114449
