sceneID,acquisitionDate,sunElevation,sunAzimuth
LE71920252014146ASN00,2014-05-26,57.97617722,149.25318909
LC81920252014154LGN00,2014-06-03,59.33708928,148.84153024
LC81920252014154LGN00,2014-06-03,59.33708928,148.84153024
LC81920252014154LGN00,2014-06-03,59.33708928,148.84153024
LE71910252014155ASN00,2014-06-04,59.08360672,147.84976196
LE71910252014155ASN00,2014-06-04,59.08360672,147.84976196
LE71910252014155ASN00,2014-06-04,59.08360672,147.84976196
LE71920252014162SG100,2014-06-11,59.5723114,146.84127808
LE71920252014162SG100,2014-06-11,59.5723114,146.84127808
LE71920252014162SG100,2014-06-11,59.5723114,146.84127808
LC81910252014163LGN00,2014-06-12,59.97240231,147.54990404
LC81910252014163LGN00,2014-06-12,59.97240231,147.54990404
LC81910252014163LGN00,2014-06-12,59.97240231,147.54990404
LC81920252014170LGN00,2014-06-19,60.09337452,146.73189508
LC81920252014170LGN00,2014-06-19,60.09337452,146.73189508
LC81920252014170LGN00,2014-06-19,60.09337452,146.73189508
LE71920252014178ASN00,2014-06-27,59.48183441,145.28968811
LE71920252014178ASN00,2014-06-27,59.48183441,145.28968811
LE71920252014178ASN00,2014-06-27,59.48183441,145.28968811
LE71910252014187ASN00,2014-07-06,58.74225616,145.10572815
LE71910252014187ASN00,2014-07-06,58.74225616,145.10572815
LE71910252014187ASN00,2014-07-06,58.74225616,145.10572815
LE71920252014194ASN00,2014-07-13,57.85801697,145.36756897
LE71920252014194ASN00,2014-07-13,57.85801697,145.36756897
LE71920252014194ASN00,2014-07-13,57.85801697,145.36756897
LC81910252014195LGN00,2014-07-14,58.07375316,146.225325
LC81910252014195LGN00,2014-07-14,58.07375316,146.225325
LC81910252014195LGN00,2014-07-14,58.07375316,146.225325
LE71910252014203ASN00,2014-07-22,56.36198044,146.21073914
LE71910252014203ASN00,2014-07-22,56.36198044,146.21073914
LE71910252014203ASN00,2014-07-22,56.36198044,146.21073914
LE71910252014235ASN00,2014-08-23,48.35195923,152.57128906
LE71910252014235ASN00,2014-08-23,48.35195923,152.57128906
LE71910252014235ASN00,2014-08-23,48.35195923,152.57128906
LE71920252014242SG100,2014-08-30,46.15388489,154.30882263
LE71920252014242SG100,2014-08-30,46.15388489,154.30882263
LE71920252014242SG100,2014-08-30,46.15388489,154.30882263
LC81920252014250LGN00,2014-09-07,43.81967869,157.04966054
LC81920252014250LGN00,2014-09-07,43.81967869,157.04966054
LC81920252014250LGN00,2014-09-07,43.81967869,157.04966054
LE71910252014251SG100,2014-09-08,43.16204834,156.54672241
LE71910252014251SG100,2014-09-08,43.16204834,156.54672241
LE71910252014251SG100,2014-09-08,43.16204834,156.54672241
LC81910252014259LGN00,2014-09-16,40.68658318,159.20013514
LC81910252014259LGN00,2014-09-16,40.68658318,159.20013514
LC81910252014259LGN00,2014-09-16,40.68658318,159.20013514
LE71910252014267ASN00,2014-09-24,37.52363205,160.31829834
LE71910252014267ASN00,2014-09-24,37.52363205,160.31829834
LE71910252014267ASN00,2014-09-24,37.52363205,160.31829834
LC81910252014275LGN00,2014-10-02,34.89992585,162.56383284
LC81910252014275LGN00,2014-10-02,34.89992585,162.56383284
LC81910252014275LGN00,2014-10-02,34.89992585,162.56383284
LC81920252014282LGN00,2014-10-09,32.35655182,163.78293163
LC81920252014282LGN00,2014-10-09,32.35655182,163.78293163
LC81920252014282LGN00,2014-10-09,32.35655182,163.78293163
LE71920252014306SG100,2014-11-02,23.89403915,165.90641785
LE71920252014306SG100,2014-11-02,23.89403915,165.90641785
LE71920252014306SG100,2014-11-02,23.89403915,165.90641785
